accession	tax_id	scientific_name	description	last_updated	base_count	first_public
X78402	7227	Drosophila melanogaster	D.melanogaster DNA alcohol dehydrogenase null activity allele	2006-11-14	44	1994-05-31
AF264080	46791	Drosophila sucinea	Drosophila sucinea alcohol dehydrogenase (Adh) gene, partial cds.	2005-04-15	405	2000-05-30
AY006419	7236	Drosophila planitibia	Drosophila planitibia alcohol dehydrogenase (Adh) gene, partial cds.	2005-09-26	510	2001-09-04
AY006421	46818	Drosophila substenoptera	Drosophila substenoptera alcohol dehydrogenase (Adh) gene, partial cds.	2005-09-26	510	2001-09-04
AY006425	48319	Drosophila ingens	Drosophila ingens alcohol dehydrogenase (Adh) gene, partial cds.	2005-09-26	510	2001-09-04
DQ471665	40370	Drosophila montana	Drosophila montana alcohol dehydrogenase (Adh) gene, partial cds.	2006-07-20	711	2006-07-20
EU532120	46792	Drosophila insularis	Drosophila insularis alcohol dehydrogenase (Adh) gene, partial cds.	2010-01-21	566	2010-01-21
HQ631468	7237	Drosophila pseudoobscura	Drosophila pseudoobscura alcohol dehydrogenase (adh) gene, partial cds.	2012-01-02	290	2011-08-30
HQ631476	109356	Drosophila leontia	Drosophila leontia alcohol dehydrogenase (adh) gene, partial cds.	2012-01-02	290	2011-08-30
MG684383	157059	Drosophila siamana	Drosophila siamana alcohol dehydrogenase (Adh) gene, partial cds.	2018-02-04	719	2018-02-04
U48715	46435	Drosophila hawaiiensis	Drosophila hawaiiensis alcohol dehydrogenase (Adh) gene, complete cds.	2005-04-17	3335	1996-04-10
AF059891	7257	Drosophila robusta	Drosophila robusta alcohol dehydrogenase (Adh) gene, partial cds.	2005-04-15	290	1998-04-28
AY006408	48321	Drosophila hanaulae	Drosophila hanaulae alcohol dehydrogenase (Adh) gene, partial cds.	2005-09-26	510	2001-09-04
AY750117	311474	Drosophila longiserrata	Drosophila longiserrata alcohol dehydrogenase (Adh) gene, partial cds.	2006-07-20	911	2005-12-31
AY750124	189258	Drosophila micromelanica	Drosophila micromelanica alcohol dehydrogenase (Adh) gene, partial cds.	2006-07-20	911	2005-12-31
AY750135	311480	Drosophila medioconstricta	Drosophila medioconstricta alcohol dehydrogenase (Adh) gene, partial cds.	2006-07-20	911	2005-12-31
DQ471629	30041	Drosophila polychaeta	Drosophila polychaeta alcohol dehydrogenase (Adh) gene, partial cds.	2006-07-20	711	2006-07-20
DQ471632	309936	Drosophila daruma	Drosophila daruma alcohol dehydrogenase (Adh) gene, partial cds.	2006-07-20	711	2006-07-20
DQ471633	381460	Drosophila fluvialis	Drosophila fluvialis alcohol dehydrogenase (Adh) gene, partial cds.	2006-07-20	711	2006-07-20
DQ471666	103845	Drosophila nannoptera	Drosophila nannoptera alcohol dehydrogenase (Adh) gene, partial cds.	2006-07-20	711	2006-07-20
X98338	7227	Drosophila melanogaster	D.melanogaster mRNA for alcohol dehydrogenase related protein	2005-04-18	2071	1996-12-22
DQ471627	381448	Drosophila angor	Drosophila angor alcohol dehydrogenase (Adh) gene, partial cds.	2006-07-20	711	2006-07-20
DQ471634	309938	Drosophila latifshahi	Drosophila latifshahi alcohol dehydrogenase (Adh) gene, partial cds.	2006-07-20	711	2006-07-20
AF264076	46792	Drosophila insularis	Drosophila insularis alcohol dehydrogenase (Adh) gene, partial cds.	2005-04-15	405	2000-05-30
AY006414	47010	Drosophila silvestris	Drosophila silvestris alcohol dehydrogenase (Adh) gene, partial cds.	2005-09-26	510	2001-09-04
AY006416	7219	Drosophila differens	Drosophila differens alcohol dehydrogenase (Adh) gene, partial cds.	2005-09-26	510	2001-09-04
DQ471656	302448	Drosophila anceps	Drosophila anceps alcohol dehydrogenase (Adh) gene, partial cds.	2006-07-20	711	2006-07-20
AF264075	126477	Drosophila fumipennis	Drosophila fumipennis alcohol dehydrogenase (Adh) gene, partial cds.	2005-04-15	405	2000-05-30
AY006422	46804	Drosophila melanocephala	Drosophila melanocephala alcohol dehydrogenase (Adh) gene, partial cds.	2005-09-26	510	2001-09-04
U90955	7282	Drosophila obscura	Drosophila obscura alcohol dehydrogenase (Adh) gene, partial cds.	2006-11-14	453	1997-11-14
EU532118	46790	Drosophila equinoxialis	Drosophila equinoxialis alcohol dehydrogenase (Adh) gene, partial cds.	2010-01-21	573	2010-01-21
EU532119	7260	Drosophila willistoni	Drosophila willistoni alcohol dehydrogenase (Adh) gene, partial cds.	2010-01-21	533	2010-01-21
GQ376036	7274	Drosophila serrata	Drosophila serrata alcohol dehydrogenase (ADH) gene, partial cds.	2009-08-03	410	2009-08-02
U90953	57873	Drosophila hubeiensis	Drosophila hubeiensis alcohol dehydrogenase (Adh) gene, partial cds.	2006-11-14	432	1997-11-14
GQ376031	88886	Drosophila sulfurigaster	Drosophila sulfurigaster alcohol dehydrogenase (ADH) gene, partial cds.	2009-08-03	410	2009-08-02
GQ376032	46829	Drosophila birchii	Drosophila birchii alcohol dehydrogenase (ADH) gene, partial cds.	2009-08-03	410	2009-08-02
U94208	58308	Drosophila dasycnemia	Drosophila dasycnemia alcohol dehydrogenase (Adh) gene, partial cds.	2005-04-18	204	1998-02-23
U48714	7222	Drosophila grimshawi	Idiomyia grimshawi alcohol dehydrogenase (Adh) gene, complete cds.	2005-04-18	3644	1996-04-08
AY238771	7229	Drosophila miranda	Drosophila miranda strain 0101.4 alcohol dehydrogenase (Adh) gene, complete cds and alcohol dehydrogenase related protein (Adhr) gene, partial cds.	2005-04-16	2042	2003-04-08
AY238773	7229	Drosophila miranda	Drosophila miranda strain 0101.7 alcohol dehydrogenase (Adh) gene, complete cds and alcohol dehydrogenase related protein (Adhr) gene, partial cds.	2005-04-16	2042	2003-04-08
AF260696	137002	Drosophila biseriata	Drosophila biseriata alcohol dehydrogenase-related protein gene, partial cds.	2005-04-15	487	2000-09-20
KM016476	7240	Drosophila simulans	Drosophila simulans isolate KY34 alcohol dehydrogenase-related gene, intron.	2014-09-24	478	2014-09-24
U95267	7260	Drosophila willistoni	Drosophila willistoni PA3 alcohol dehydrogenase (Adh) gene, complete cds.	2005-04-18	1172	1999-01-06
KM016473	7240	Drosophila simulans	Drosophila simulans isolate KY02 alcohol dehydrogenase-related gene, intron.	2014-09-24	480	2014-09-24
AB261129	157053	Drosophila annulipes	Drosophila annulipes Adh gene for alcohol dehydrogenase, partial cds.	2007-11-03	835	2007-11-03
AB261130	387621	Drosophila quadrilineata	Drosophila quadrilineata Adh gene for alcohol dehydrogenase, partial cds.	2007-11-03	859	2007-11-03
AB261141	30019	Drosophila busckii	Drosophila busckii Adh gene for alcohol dehydrogenase, partial cds.	2007-11-03	820	2007-11-03
AF260694	7221	Drosophila funebris	Drosophila funebris alcohol dehydrogenase-related protein gene, partial cds.	2005-04-15	453	2000-09-20
AF260698	30043	Drosophila repleta	Drosophila repleta alcohol dehydrogenase-related protein gene, partial cds.	2005-04-15	451	2000-09-20
AY279322	7245	Drosophila yakuba	Drosophila yakuba alcohol dehydrogenase related (Adhr) gene, complete cds.	2006-11-14	1741	2004-03-31
KM016468	7240	Drosophila simulans	Drosophila simulans isolate KY33 alcohol dehydrogenase-related gene, intron.	2014-09-24	476	2014-09-24
AY279324	7220	Drosophila erecta	Drosophila erecta alcohol dehydrogenase related (Adhr) gene, partial cds.	2006-11-14	976	2004-03-31
DQ471636	381473	Drosophila sp. T	Drosophila sp. T alcohol dehydrogenase (Adh) gene, partial cds.	2006-07-20	711	2006-07-20
U76485	7231	Drosophila mulleri	Drosophila mulleri alcohol dehydrogenase (Adh-Finnegan) mRNA, partial cds.	2000-03-04	261	1997-03-06
U76486	7230	Drosophila mojavensis	Drosophila mojavensis alcohol dehydrogenase (Adh-Finnegan) mRNA, partial cds.	2000-03-04	245	1997-03-06
U95265	7260	Drosophila willistoni	Drosophila willistoni PA1 alcohol dehydrogenase (Adh) gene, complete cds.	2005-04-18	1172	1999-01-06
DQ471643	7244	Drosophila virilis	Drosophila virilis strain 174 alcohol dehydrogenase (Adh) gene, partial cds.	2006-07-20	711	2006-07-20
U95257	7260	Drosophila willistoni	Drosophila willistoni Belize VI alcohol dehydrogenase (Adh) gene, complete cds.	2005-04-18	1172	1999-01-06
AB154554	30033	Drosophila kikkawai	Drosophila kikkawai gene for alcohol dehydrogenase, partial cds, isolate:DkikAdh13.	2005-04-14	686	2004-04-01
AF201434	7240	Drosophila simulans	Drosophila simulans isolate C167 alcohol dehydrogenase (Adhr) gene, intron 1.	2006-11-14	480	2000-07-03
AF201448	7240	Drosophila simulans	Drosophila simulans isolate MD221 alcohol dehydrogenase (Adhr) gene, intron 1.	2006-11-14	479	2000-07-03
AF284474	7226	Drosophila mauritiana	Drosophila mauritiana strain 105 alcohol dehydrogenase (Adh) gene, partial cds.	2006-11-14	702	2000-11-02
AF284478	7226	Drosophila mauritiana	Drosophila mauritiana strain Lig72 alcohol dehydrogenase (Adh) gene, partial cds.	2006-11-14	701	2000-11-02
DQ471617	381448	Drosophila angor	Drosophila angor strain 118 alcohol dehydrogenase (Adh) gene, partial cds.	2006-07-20	711	2006-07-20
DQ471642	381452	Drosophila barutani	Drosophila barutani strain 176 alcohol dehydrogenase (Adh) gene, partial cds.	2006-07-20	711	2006-07-20
HQ110511	7271	Drosophila nebulosa	Drosohpila nebulosa isolate D_nebu_c3 alcohol dehydrogenase (Adh) gene, partial cds.	2011-06-02	795	2011-05-06
HQ110513	30039	Drosophila neocordata	Drosophila neocordata isolate D_neoc_c2 alcohol dehydrogenase (Adh) gene, partial cds.	2011-06-02	832	2011-05-06
KX976506	7245	Drosophila yakuba	Drosophila yakuba isolate Yakuba_COST_1235_2 alcohol dehydrogenase (Adh) mRNA, complete cds.	2016-11-12	771	2016-11-12
KX976515	7245	Drosophila yakuba	Drosophila yakuba isolate Yakuba_3_23 alcohol dehydrogenase (Adh) mRNA, complete cds.	2016-11-12	771	2016-11-12
KX976519	7245	Drosophila yakuba	Drosophila yakuba isolate Yakuba_4_21 alcohol dehydrogenase (Adh) mRNA, complete cds.	2016-11-12	771	2016-11-12
M62742	7268	Drosophila mayaguana	D.mayaguana alcohol dehydrogenase-2 (ADH-2) gene, complete cds.	2006-11-14	905	1991-07-11
U95275	7271	Drosophila nebulosa	Drosophila nebulosa 0761.0 alcohol dehydrogenase (Adh) gene, complete cds.	2005-04-18	1251	1999-01-06
AB154552	30033	Drosophila kikkawai	Drosophila kikkawai gene for alcohol dehydrogenase, partial cds, isolate:DkikAdh11.	2005-04-14	683	2004-04-01
AF201425	7226	Drosophila mauritiana	Drosophila mauritiana isolate G52 alcohol dehydrogenase (Adhr) gene, intron 1.	2006-11-14	475	2000-07-03
AF201428	7240	Drosophila simulans	Drosophila simulans isolate TT00 alcohol dehydrogenase (Adhr) gene, intron 1.	2006-11-14	479	2000-07-03
AF201432	7240	Drosophila simulans	Drosophila simulans isolate NC37 alcohol dehydrogenase (Adhr) gene, intron 1.	2006-11-14	480	2000-07-03
AF201437	7240	Drosophila simulans	Drosophila simulans isolate MD106 alcohol dehydrogenase (Adhr) gene, intron 1.	2006-11-14	479	2000-07-03
AF201440	7240	Drosophila simulans	Drosophila simulans isolate RU35 alcohol dehydrogenase (Adhr) gene, intron 1.	2006-11-14	479	2000-07-03
AF201441	7240	Drosophila simulans	Drosophila simulans isolate RU00 alcohol dehydrogenase (Adhr) gene, intron 1.	2006-11-14	480	2000-07-03
AY095941	42027	Drosophila kuntzei	Drosophila kuntzei isolate kun3 alcohol dehydrogenase (Adh) gene, partial cds.	2008-12-16	431	2003-05-01
AY095947	193352	Drosophila unispina	Drosophila unispina isolate uni1 alcohol dehydrogenase (Adh) gene, partial cds.	2008-12-16	442	2003-05-01
DQ471614	381448	Drosophila angor	Drosophila angor strain C120 alcohol dehydrogenase (Adh) gene, partial cds.	2006-07-20	711	2006-07-20
DQ471625	381468	Drosophila perlucida	Drosophila perlucida strain 186 alcohol dehydrogenase (Adh) gene, partial cds.	2006-07-20	711	2006-07-20
M62743	7264	Drosophila buzzatii	D.buzzatii alcohol dehydrogenase-2 (ADH-2) gene, complete cds.	2006-11-14	908	1991-07-11
U95251	7260	Drosophila willistoni	Drosophila willistoni 0811.0 alcohol dehydrogenase (Adh) gene, complete cds.	2005-04-18	1174	1999-01-06
U95256	7260	Drosophila willistoni	Drosophila willistoni Belize II alcohol dehydrogenase (Adh) gene, complete cds.	2005-04-18	1172	1999-01-06
KX384732	42062	Drosophila nasuta	Drosophila nasuta strain IND_DN_U11 alcohol dehydrogenase (Adh) gene, partial cds.	2017-01-03	1122	2017-01-03
AB154561	30033	Drosophila kikkawai	Drosophila kikkawai gene for alcohol dehydrogenase, partial cds, isolate:DkikAdh20.	2005-04-14	683	2004-04-01
AF201436	7240	Drosophila simulans	Drosophila simulans isolate DSR alcohol dehydrogenase (Adhr) gene, intron 1.	2006-11-14	480	2000-07-03
AF201438	7240	Drosophila simulans	Drosophila simulans isolate MD225 alcohol dehydrogenase (Adhr) gene, intron 1.	2006-11-14	480	2000-07-03
AF201443	7240	Drosophila simulans	Drosophila simulans isolate RU07 alcohol dehydrogenase (Adhr) gene, intron 1.	2006-11-14	479	2000-07-03
AF284477	7226	Drosophila mauritiana	Drosophila mauritiana strain 207 alcohol dehydrogenase (Adh) gene, partial cds.	2006-11-14	702	2000-11-02
AY804555	7245	Drosophila yakuba	Drosophila yakuba strain Tai18 alcohol dehydrogenase (Adh) gene, partial cds.	2005-10-06	759	2005-10-06
DQ471646	2609301	Drosophila bipatita (nomen nudum)	Drosophila bipatita strain 246 alcohol dehydrogenase (Adh) gene, partial cds.	2006-07-20	711	2006-07-20
JX455215	7240	Drosophila simulans	Drosophila simulans isolate HW46 alcohol dehydrogenase (Adhr) gene, intron 1.	2014-01-02	480	2012-09-03
AY095935	42028	Drosophila limbata	Drosophila limbata isolate lim1 alcohol dehydrogenase (Adh) gene, partial cds.	2008-12-16	447	2003-05-01
DQ471641	311476	Drosophila neokadai	Drosophila neokadai strain 172 alcohol dehydrogenase (Adh) gene, partial cds.	2006-07-20	711	2006-07-20
AY095950	7283	Drosophila phalerata	Drosophila phalerata isolate pha2 alcohol dehydrogenase (Adh) gene, partial cds.	2008-12-16	430	2003-05-01
AY335201	30047	Drosophila sturtevanti	Drosophila sturtevanti clone Dsturt3 alcohol dehydrogenase (Adh) gene, partial cds.	2005-04-16	792	2003-12-31
DQ471647	311478	Drosophila bai	Drosophila bai strain 247 alcohol dehydrogenase (Adh) gene, partial cds.	2006-07-20	711	2006-07-20
KX976490	7245	Drosophila yakuba	Drosophila yakuba isolate Yakuba_BIOKO_NE_4_6 alcohol dehydrogenase (Adh) mRNA, complete cds.	2016-11-12	771	2016-11-12
DQ471622	381462	Drosophila hei	Drosophila hei strain 4 alcohol dehydrogenase (Adh) gene, partial cds.	2006-07-20	711	2006-07-20
AB669828	73155	Drosophila biauraria	Drosophila biauraria Adh gene for alcohol dehydrogenase, partial cds, strain: B660.	2014-01-02	842	2014-01-02
AB669872	307242	Drosophila ohnishii	Drosophila ohnishii Adh gene for alcohol dehydrogenase, partial cds, strain: MMY326.	2014-01-02	843	2014-01-02
AB825962	94110	Drosophila trapezifrons	Drosophila trapezifrons Adh gene for alcohol dehydrogenase, partial cds, strain: Bavi31.	2015-12-16	836	2015-12-16
AF459767	73157	Drosophila nikananu	Drosophila nikananu alcohol dehydrogenase (Adh) gene, exon 2 and partial cds.	2006-11-14	290	2002-05-16
AF459783	67533	Drosophila rufa	Drosophila rufa alcohol dehydrogenase (Adh) gene, exon 2 and partial cds.	2006-11-14	290	2002-05-16
AY459545	7240	Drosophila simulans	Drosophila simulans alcohol dehydrogenase gene, partial cds and 5' flanking region.	2006-08-19	618	2003-11-30
EU999242	40366	Drosophila americana	Drosophila americana isolate FP99.33 alcohol dehydrogenase (Adh) gene, partial cds.	2008-09-09	840	2008-09-09
KJ767237	7227	Drosophila melanogaster	Drosophila melanogaster strain Oregon R alcohol dehydrogenase (Adh) gene, partial cds.	2014-10-29	872	2014-09-04
U64522	7237	Drosophila pseudoobscura	Drosophila pseudoobscura alcohol dehydrogenase (Adh) gene, Adh-PS228 allele, complete cds.	2005-04-18	3481	1996-08-16
U64544	7237	Drosophila pseudoobscura	Drosophila pseudoobscura alcohol dehydrogenase (Adh) gene, Adh-PS317 allele, complete cds.	2005-04-18	3476	1996-08-16
U64559	7237	Drosophila pseudoobscura	Drosophila pseudoobscura alcohol dehydrogenase (Adh) gene, Adh-PS356 allele, complete cds.	2005-04-18	3499	1996-08-16
AB669827	73155	Drosophila biauraria	Drosophila biauraria Adh gene for alcohol dehydrogenase, partial cds, strain: B16.	2014-01-02	842	2014-01-02
AB669849	137355	Drosophila burlai	Drosophila burlai Adh gene for alcohol dehydrogenase, partial cds, strain: L6.	2014-01-02	833	2014-01-02
AF136692	95109	Drosophila americana americana	Drosophila americana americana G96.40Y alcohol dehydrogenase (Adh) gene, partial cds.	2005-04-15	884	1999-06-03
AF136702	40372	Drosophila americana texana	Drosophila americana texana LP97.08 alcohol dehydrogenase (Adh) gene, partial cds.	2005-04-15	884	1999-06-03
AF136704	40372	Drosophila americana texana	Drosophila americana texana LP97.13 alcohol dehydrogenase (Adh) gene, partial cds.	2005-04-15	884	1999-06-03
AF201423	7227	Drosophila melanogaster	Drosophila melanogaster isolate Oregon R alcohol dehydrogenase (Adhr) gene, intron 1.	2006-11-14	479	2000-07-03
AF459760	29029	Drosophila eugracilis	Drosophila eugracilis alcohol dehydrogenase (Adh) gene, exon 2 and partial cds.	2006-11-14	290	2002-05-16
AF459764	60717	Drosophila punjabiensis	Drosophila punjabiensis alcohol dehydrogenase (Adh) gene, exon 2 and partial cds.	2006-11-14	290	2002-05-16
EF560576	306028	Drosophila gasici	Drosophila gasici pop-variant Bogota alcohol dehydrogenase (adh) gene, partial cds.	2008-07-12	622	2008-05-01
L78923	7270	Drosophila mimica	Drosophila mimica (strain 15292-2561.3) alcohol dehydrogenase gene, partial cds.	2005-04-17	822	1996-06-25
U76470	7224	Drosophila hydei	Drosophila hydei strain 2 alcohol dehydrogenase (Adh-Finnegan) gene, partial cds.	2005-04-18	897	1996-11-19
AB669830	67531	Drosophila lacteicornis	Drosophila lacteicornis Adh gene for alcohol dehydrogenase, partial cds, strain: ISGB1.	2014-01-02	838	2014-01-02
AB669841	67534	Drosophila triauraria	Drosophila triauraria Adh gene for alcohol dehydrogenase, partial cds, strain: T544.	2014-01-02	842	2014-01-02
AF136656	95109	Drosophila americana americana	Drosophila americana americana G96.03X alcohol dehydrogenase (Adh) gene, partial cds.	2005-04-15	884	1999-06-03
AF136663	95109	Drosophila americana americana	Drosophila americana americana G96.30X alcohol dehydrogenase (Adh) gene, partial cds.	2005-04-15	884	1999-06-03
AF136673	95109	Drosophila americana americana	Drosophila americana americana G96.45X alcohol dehydrogenase (Adh) gene, partial cds.	2005-04-15	884	1999-06-03
AF136681	95109	Drosophila americana americana	Drosophila americana americana G96.03Y alcohol dehydrogenase (Adh) gene, partial cds.	2005-04-15	884	1999-06-03
AF136698	95109	Drosophila americana americana	Drosophila americana americana G96.46Y alcohol dehydrogenase (Adh) gene, partial cds.	2005-04-15	884	1999-06-03
AF136700	40372	Drosophila americana texana	Drosophila americana texana LP97.03 alcohol dehydrogenase (Adh) gene, partial cds.	2005-04-15	884	1999-06-03
AF175218	7227	Drosophila melanogaster	Drosophila melanogaster alcohol dehydrogenase (Adh) gene, Adh-k35 allele, complete cds.	1999-12-21	951	1999-10-06
AF459749	29030	Drosophila takahashii	Drosophila takahashii alcohol dehydrogenase (Adh) gene, exon 2 and partial cds.	2006-11-14	290	2002-05-16
